,chunk,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,Book,TopEmotion1,TopEmotion2,TopEmotion3,Filename_x,Query,Filename_y,ISBN13,Title,Author,PublishedDate,ImgURL,NumPages,AvgRtg,Description,BuyLink,Price,Currency,Most Similar Book,2nd Most Similar Book,3rd Most Similar Book,book_updated
87,8,0.0641025641025641,0.16666666666666666,0.1282051282051282,0.07692307692307693,0.20512820512820512,0.08974358974358974,0.0641025641025641,0.20512820512820512,0.36585365853658536,0.6341463414634146,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
88,9,0.09433962264150944,0.1509433962264151,0.05660377358490566,0.11320754716981132,0.18867924528301888,0.11320754716981132,0.05660377358490566,0.22641509433962265,0.29545454545454547,0.7045454545454546,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
89,10,0.10144927536231885,0.15942028985507245,0.043478260869565216,0.07246376811594203,0.18840579710144928,0.10144927536231885,0.07246376811594203,0.2608695652173913,0.3404255319148936,0.6595744680851063,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
90,11,0.0,0.14814814814814814,0.0,0.1111111111111111,0.18518518518518517,0.0,0.0,0.5555555555555556,0.17391304347826086,0.8260869565217391,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
91,12,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.5714285714285714,0.25,0.75,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
92,13,0.02631578947368421,0.13157894736842105,0.02631578947368421,0.07894736842105263,0.10526315789473684,0.05263157894736842,0.02631578947368421,0.5526315789473685,0.16666666666666666,0.8333333333333334,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
93,14,0.13636363636363635,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.09090909090909091,0.0,0.36363636363636365,0.21052631578947367,0.7894736842105263,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
94,15,0.21428571428571427,0.17857142857142858,0.03571428571428571,0.0,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.35714285714285715,0.3611111111111111,0.6388888888888888,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
95,16,0.26666666666666666,0.1,0.1,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.26666666666666666,0.48484848484848486,0.5151515151515151,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
96,17,0.1896551724137931,0.08620689655172414,0.10344827586206896,0.05172413793103448,0.06896551724137931,0.1724137931034483,0.05172413793103448,0.27586206896551724,0.48936170212765956,0.5106382978723404,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
97,18,0.09523809523809523,0.09523809523809523,0.0,0.047619047619047616,0.09523809523809523,0.0,0.0,0.6666666666666666,0.2,0.8,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
98,19,0.030303030303030304,0.15151515151515152,0.0,0.0,0.09090909090909091,0.12121212121212122,0.0,0.6060606060606061,0.15217391304347827,0.8478260869565217,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
